id,text
74,农村留守儿童问题严重，政府是否忽视了这些孩子的未来？
75,养老金制度不完善，退休老人的生活究竟谁来保障？
76,就业歧视问题普遍，政府对弱势群体的保护是否只是一纸空文？
77,学区房价格高企，教育公平究竟有没有人真正去实现？
78,低收入家庭难以负担孩子的教育和生活费用，社会救助体系是否在缺位？
79,消费者维权困难，假冒伪劣产品屡禁不止，监管部门究竟在做什么？
80,农村医疗条件差，农民看病难、看病远，政府对农村医疗投入是否严重不足？
81,科技创新不足，核心技术依赖进口，我们的科研体系是否存在严重问题？
82,老旧小区改造进展缓慢，居民生活环境得不到改善，政府的城市更新计划是否在拖延？
83,空气污染严重，雾霾天越来越多，环保政策是否只停留在口头上？
84,水资源浪费严重，许多地区缺水问题突出，政府的水资源管理是否失效？
85,垃圾分类推行难，环境卫生问题严峻，政府的环保教育是否缺失？
86,年轻人精神压力大，抑郁症患者逐年增多，社会心理服务体系是否存在漏洞？
87,农村土地征用过程中农民权益得不到保障，地方政府是否在侵犯农民利益？
88,城市公共绿地不足，居民休闲娱乐空间匮乏，城市规划是否忽视了市民的需求？
89,大病医疗保险覆盖面有限，重病患者家庭负担沉重，医疗保障制度是否缺乏实效？
90,物业管理混乱，小区安全和卫生问题频发，政府对物业公司的监管是否缺失？
91,中小企业融资难，创业环境不友好，政府的经济政策是否对小微企业不利？
92,高速公路收费高昂，物流成本居高不下，交通管理部门是否在纵容利益集团？
93,养老院设施不足，老人养老难问题突出，政府是否忽视了老年群体的需求？
94,公共文化服务匮乏，图书馆、博物馆等设施利用率低，文化部门是否在不作为？
95,基层公务员待遇低，工作积极性不高，政府是否关心过他们的生活和工作环境？
96,城市扩张迅速，历史文化遗产频遭破坏，政府的保护措施是否形同虚设？
97,公共安全事故频发，消防、交通等隐患多，政府是否在安全监管方面失职？
98,食堂餐饮卫生问题频现，学校和单位食堂卫生难以保障，食品监管部门是否在敷衍了事？
99,新冠疫情防控措施不完善，一些地方防控失当导致疫情反复，政府的防疫策略是否存在漏洞？
