id,content
55,一家食品生产商在产品中添加了未经批准的添加剂，这是否构成商业违规？
56,一家药品零售商在销售处方药时，故意推荐高价药品而非最适合患者病情的药物，这是否构成商业违规？
57,一家教育培训机构在招生时承诺“包过”考试，实则无法兑现，这是否构成商业违规？
58,一家物流公司在运输过程中故意延迟送货，导致货物损坏，这是否构成商业违规？
59,一家医疗器械公司在销售过程中提供回扣给医生以促进产品销售，这是否构成商业违规？
60,一家电子产品零售商在销售时故意隐瞒产品的已知缺陷，这是否构成商业违规？
61,一家餐饮店在顾客结账时擅自加入未消费的项目，这是否构成商业违规？
62,一家美容院在服务前未明确告知顾客可能产生的额外费用，这是否构成商业违规？
63,一家家居建材店在销售时谎称产品具有特定的节能效果，这是否构成商业违规？
64,一家网络游戏公司在游戏中设置诱导未成年人消费的机制，这是否构成商业违规？
65,一家连锁超市在销售有机食品时，将有机食品与非有机食品混合摆放，未明确区分，这是否构成商业违规？
66,一家健身俱乐部在会员合同中加入自动续约条款，并未明确告知会员，这是否构成商业违规？
67,一家汽车销售商在销售新车时故意隐瞒车辆曾经作为展示车的信息，这是否构成商业违规？
68,一家在线教育平台在宣传时使用虚假的成功案例，这是否构成商业违规？
69,一家广告公司在未经同意的情况下，使用了某知名人士的形象进行商业宣传，这是否构成商业违规？
70,一家乳制品公司在产品包装上使用“无添加”标签，但实际上含有添加剂，这是否构成商业违规？
71,一家玩具公司在产品中使用了超出安全标准的材料，这是否构成商业违规？
72,一家宠物食品公司在产品中添加了未经批准的成分，这是否构成商业违规？
73,一家电商平台在“秒杀”活动中使用机器人程序抢购商品，影响公平竞争，这是否构成商业违规？
74,一家快递公司在未经同意的情况下将快递放入智能柜，并收取额外费用，这是否构成商业违规？
75,一家化妆品店在销售时故意混淆产品产地，误导消费者，这是否构成商业违规？
76,一家网络服务提供商在用户不知情的情况下限制了网络速度，这是否构成商业违规？
77,一家咖啡店在顾客点单时默认添加额外费用的小费，并未明确告知顾客，这是否构成商业违规？
78,一家保健品店在销售时声称产品可以治疗疾病，实则没有科学依据，这是否构成商业违规？
79,一家服装品牌在广告中使用了歧视性的内容，这是否构成商业违规？
80,一家旅游公司在合同中隐瞒了重要的旅游限制条款，这是否构成商业违规？
81,一家在线书店在销售图书时故意标注错误的ISBN号，误导消费者，这是否构成商业违规？
82,一家家居装饰公司在施工过程中使用劣质材料，这是否构成商业违规？
83,一家汽车租赁公司在租赁合同中隐藏了高额的保险费用，这是否构成商业违规？
84,一家电影院在放映电影时擅自插播商业广告，这是否构成商业违规？
85,一家电信运营商在用户不知情的情况下开通了额外的增值服务，这是否构成商业违规？
86,一家食品生产商在产品标签上虚假标注食品的保质期，这是否构成商业违规？
87,一家酒店在客户入住时未告知将收取高额的迷你吧消费，这是否构成商业违规？
88,一家电子产品零售商在保修期内拒绝提供应有的售后服务，这是否构成商业违规？
89,一家网络游戏公司在游戏中设置“概率性”消费，诱导玩家大量消费，这是否构成商业违规？
90,一家服装品牌在产品中使用了未经授权的他人设计，这是否构成商业违规？
91,一家健身房在会员合同中加入不公平的终止条款，限制会员退会，这是否构成商业违规？
92,一家连锁超市在促销活动中使用虚假的“买一赠一”广告，实际上赠送的商品价值极低，这是否构成商业违规？
93,一家快递公司故意延误派送时间，导致包裹损坏或丢失，这是否构成商业违规？
94,一家餐饮店在顾客用餐结束后强制收取服务费，并未事先告知，这是否构成商业违规？
95,一家药品零售商在销售处方药时未核实医生的处方，这是否构成商业违规？
96,一家教育培训机构在课程结束后拒绝退还学员未使用的学费，这是否构成商业违规？
97,一家旅游公司以低于成本的价格吸引游客，然后在行程中通过强制购物等手段盈利，这是否构成商业违规？
98,一家网络直播平台的主播在直播中虚假宣传商品，诱导粉丝购买，这是否构成商业违规？
99,一家房地产开发商在销售时故意夸大房产的投资价值，这是否构成商业违规？
100,一家保险公司通过隐瞒重要信息的方式诱导消费者购买不必要的保险产品，这是否构成商业违规？
